Plot-Titel: GeN-2710,,,,,,,,
Anz.,Date,Time,Temp,RH,,,,
10682,2021-08-09,00/01/00 17:15:00,23.088,54.456,,,,
10683,2021-08-09,00/01/00 17:30:00,23.136,54.806,,,,
10684,2021-08-09,00/01/00 17:45:00,23.184,54.937,,,,
10685,2021-08-09,00/01/00 18:00:00,23.232,54.726,,,,
10686,2021-08-09,00/01/00 18:15:00,23.256,55.01,,,,
10687,2021-08-09,00/01/00 18:30:00,23.28,55.325,,,,
10688,2021-08-09,00/01/00 18:45:00,23.304,55.391,,,,
10689,2021-08-09,00/01/00 19:00:00,23.328,55.208,,,,
10690,2021-08-09,00/01/00 19:15:00,23.352,55.367,,,,
10691,2021-08-09,00/01/00 19:30:00,23.352,55.367,,,,
10692,2021-08-09,00/01/00 19:45:00,23.376,55.651,,,,
10693,2021-08-09,00/01/00 20:00:00,23.4,55.934,,,,
10694,2021-08-09,00/01/00 20:15:00,23.424,56.187,,,,
10695,2021-08-09,00/01/00 20:30:00,23.448,56.221,,,,
10696,2021-08-09,00/01/00 20:45:00,23.448,56.377,,,,
10697,2021-08-09,00/01/00 21:00:00,23.472,56.318,,,,
10698,2021-08-09,00/01/00 21:15:00,23.497,56.259,,,,
10699,2021-08-09,00/01/00 21:30:00,23.497,56.197,,,,
10700,2021-08-09,00/01/00 21:45:00,23.521,56.139,,,,
10701,2021-08-09,00/01/00 22:00:00,23.521,56.139,,,,
10702,2021-08-09,00/01/00 22:15:00,23.521,56.17,,,,
10703,2021-08-09,00/01/00 22:30:00,23.545,56.204,,,,
10704,2021-08-09,00/01/00 22:45:00,23.545,56.267,,,,
10705,2021-08-09,00/01/00 23:00:00,23.545,56.298,,,,
10706,2021-08-09,00/01/00 23:15:00,23.521,56.325,,,,
10707,2021-08-09,00/01/00 23:30:00,23.521,56.418,,,,
10708,2021-08-09,00/01/00 23:45:00,23.521,56.449,,,,
10709,2021-08-10,00/01/00 00:00:00,23.521,56.17,,,,
10710,2021-08-10,00/01/00 00:15:00,23.497,55.762,,,,
10711,2021-08-10,00/01/00 00:30:00,23.472,55.166,,,,
10712,2021-08-10,00/01/00 00:45:00,23.472,55.073,,,,
10713,2021-08-10,00/01/00 01:00:00,23.448,54.82,,,,
10714,2021-08-10,00/01/00 01:15:00,23.424,54.816,,,,
10715,2021-08-10,00/01/00 01:30:00,23.424,54.754,,,,
10716,2021-08-10,00/01/00 01:45:00,23.4,54.75,,,,
10717,2021-08-10,00/01/00 02:00:00,23.376,54.716,,,,
10718,2021-08-10,00/01/00 02:15:00,23.352,54.837,,,,
10719,2021-08-10,00/01/00 02:30:00,23.328,54.74,,,,
10720,2021-08-10,00/01/00 02:45:00,23.28,54.827,,,,
10721,2021-08-10,00/01/00 03:00:00,23.28,54.889,,,,
10722,2021-08-10,00/01/00 03:15:00,23.256,55.104,,,,
10723,2021-08-10,00/01/00 03:30:00,23.232,55.225,,,,
10724,2021-08-10,00/01/00 03:45:00,23.184,55.529,,,,
10725,2021-08-10,00/01/00 04:00:00,23.16,55.899,,,,
10726,2021-08-10,00/01/00 04:15:00,23.136,55.398,,,,
10727,2021-08-10,00/01/00 04:30:00,23.112,55.861,,,,
10728,2021-08-10,00/01/00 04:45:00,23.088,56.137,,,,
10729,2021-08-10,00/01/00 05:00:00,23.04,55.104,,,,
10730,2021-08-10,00/01/00 05:15:00,23.016,55.629,,,,
10731,2021-08-10,00/01/00 05:30:00,22.992,56.557,,,,
10732,2021-08-10,00/01/00 05:45:00,22.968,55.591,,,,
10733,2021-08-10,00/01/00 06:00:00,22.944,56.55,,,,
10734,2021-08-10,00/01/00 06:15:00,22.92,56.701,,,,
10735,2021-08-10,00/01/00 06:30:00,22.896,56.853,,,,
10736,2021-08-10,00/01/00 06:45:00,22.848,55.698,,,,
10737,2021-08-10,00/01/00 07:00:00,22.848,56.66,,,,
10738,2021-08-10,00/01/00 07:15:00,22.824,55.197,,,,
10739,2021-08-10,00/01/00 07:30:00,22.8,57.209,,,,
10740,2021-08-10,00/01/00 07:45:00,22.776,56.06,,,,
10741,2021-08-10,00/01/00 08:00:00,22.753,56.645,,,,
10742,2021-08-10,00/01/00 08:15:00,22.753,56.242,,,,
10743,2021-08-10,00/01/00 08:30:00,22.753,55.963,,,,
10744,2021-08-10,00/01/00 08:45:00,22.705,55.646,,,,
10745,2021-08-10,00/01/00 09:00:00,22.681,55.984,,,,
10746,2021-08-10,00/01/00 09:15:00,22.657,56.011,,,,
10747,2021-08-10,00/01/00 09:30:00,22.609,56.841,,,,
10748,2021-08-10,00/01/00 09:45:00,22.561,57.05,,,,
10749,2021-08-10,00/01/00 10:00:00,22.489,57.471,,,,
10750,2021-08-10,00/01/00 10:15:00,22.441,58.941,,,,
10751,2021-08-10,00/01/00 10:30:00,22.369,58.623,,,,
10752,2021-08-10,00/01/00 10:45:00,22.369,57.885,,,,
10753,2021-08-10,00/01/00 11:00:00,22.369,57.977,,,,
10754,2021-08-10,00/01/00 11:15:00,22.393,58.165,,,,
10755,2021-08-10,00/01/00 11:30:00,22.441,58.08,,,,
10756,2021-08-10,00/01/00 11:45:00,22.489,58.672,,,,
10757,2021-08-10,00/01/00 12:00:00,22.537,58.341,,,,
10758,2021-08-10,00/01/00 12:15:00,22.609,58.383,,,,
10759,2021-08-10,00/01/00 12:30:00,22.657,58.298,,,,
10760,2021-08-10,00/01/00 12:45:00,22.705,58.182,,,,
10761,2021-08-10,00/01/00 13:00:00,22.753,58.436,,,,
10762,2021-08-10,00/01/00 13:15:00,22.8,58.166,,,,
10763,2021-08-10,00/01/00 13:30:00,22.848,58.204,,,,
10764,2021-08-10,00/01/00 13:45:00,22.896,58.027,,,,
10765,2021-08-10,00/01/00 14:00:00,22.92,58,,,,
10766,2021-08-10,00/01/00 14:15:00,22.944,57.911,,,,
10767,2021-08-10,00/01/00 14:30:00,22.992,57.856,,,,
10768,2021-08-10,00/01/00 14:45:00,23.04,57.802,,,,
10769,2021-08-10,00/01/00 15:00:00,23.064,57.775,,,,
10770,2021-08-10,00/01/00 15:15:00,23.112,57.751,,,,
10771,2021-08-10,00/01/00 15:30:00,23.136,57.816,,,,
10772,2021-08-10,00/01/00 15:45:00,23.184,57.731,,,,
10773,2021-08-10,00/01/00 16:00:00,23.232,57.584,,,,
10774,2021-08-10,00/01/00 16:15:00,23.28,57.406,,,,
10775,2021-08-10,00/01/00 16:30:00,23.304,57.471,,,,
10776,2021-08-10,00/01/00 16:45:00,23.352,57.416,,,,
10777,2021-08-10,00/01/00 17:00:00,23.376,57.389,,,,
10778,2021-08-10,00/01/00 17:15:00,23.424,57.458,,,,
10779,2021-08-10,00/01/00 17:30:00,23.472,57.465,,,,
10780,2021-08-10,00/01/00 17:45:00,23.521,57.627,,,,
10781,2021-08-10,00/01/00 18:00:00,23.593,57.607,,,,
10782,2021-08-10,00/01/00 18:15:00,23.665,57.649,,,,
10783,2021-08-10,00/01/00 18:30:00,23.713,57.657,,,,
10784,2021-08-10,00/01/00 18:45:00,23.761,57.726,,,,
10785,2021-08-10,00/01/00 19:00:00,23.809,57.702,,,,
10786,2021-08-10,00/01/00 19:15:00,23.833,57.675,,,,
10787,2021-08-10,00/01/00 19:30:00,23.881,57.558,,,,
10788,2021-08-10,00/01/00 19:45:00,23.905,57.531,,,,
10789,2021-08-10,00/01/00 20:00:00,23.93,57.566,,,,
10790,2021-08-10,00/01/00 20:15:00,23.954,57.724,,,,
10791,2021-08-10,00/01/00 20:30:00,24.002,57.669,,,,
10792,2021-08-10,00/01/00 20:45:00,24.002,57.638,,,,
10793,2021-08-10,00/01/00 21:00:00,24.026,57.611,,,,
10794,2021-08-10,00/01/00 21:15:00,24.05,57.584,,,,
10795,2021-08-10,00/01/00 21:30:00,24.05,57.553,,,,
10796,2021-08-10,00/01/00 21:45:00,24.074,57.525,,,,
10797,2021-08-10,00/01/00 22:00:00,24.074,57.494,,,,
10798,2021-08-10,00/01/00 22:15:00,24.074,57.494,,,,
10799,2021-08-10,00/01/00 22:30:00,24.074,57.494,,,,
10800,2021-08-10,00/01/00 22:45:00,24.074,57.463,,,,
10801,2021-08-10,00/01/00 23:00:00,24.074,57.463,,,,
10802,2021-08-10,00/01/00 23:15:00,24.05,57.398,,,,
10803,2021-08-10,00/01/00 23:30:00,24.05,57.149,,,,
10804,2021-08-10,00/01/00 23:45:00,24.05,56.87,,,,
10805,2021-08-11,00/01/00 00:00:00,24.026,56.804,,,,
10806,2021-08-11,00/01/00 00:15:00,24.002,56.707,,,,
10807,2021-08-11,00/01/00 00:30:00,23.978,56.673,,,,
10808,2021-08-11,00/01/00 00:45:00,23.954,56.638,,,,
10809,2021-08-11,00/01/00 01:00:00,23.954,56.638,,,,
10810,2021-08-11,00/01/00 01:15:00,23.93,56.603,,,,
10811,2021-08-11,00/01/00 01:30:00,23.905,56.662,,,,
10812,2021-08-11,00/01/00 01:45:00,23.905,56.755,,,,
10813,2021-08-11,00/01/00 02:00:00,23.881,56.783,,,,
10814,2021-08-11,00/01/00 02:15:00,23.857,56.748,,,,
10815,2021-08-11,00/01/00 02:30:00,23.833,56.776,,,,
10816,2021-08-11,00/01/00 02:45:00,23.809,56.865,,,,
10817,2021-08-11,00/01/00 03:00:00,23.809,56.927,,,,
10818,2021-08-11,00/01/00 03:15:00,23.785,56.986,,,,
10819,2021-08-11,00/01/00 03:30:00,23.761,56.92,,,,
10820,2021-08-11,00/01/00 03:45:00,23.761,57.013,,,,
10821,2021-08-11,00/01/00 04:00:00,23.737,56.947,,,,
10822,2021-08-11,00/01/00 04:15:00,23.713,57.068,,,,
10823,2021-08-11,00/01/00 04:30:00,23.689,56.878,,,,
10824,2021-08-11,00/01/00 04:45:00,23.665,56.968,,,,
10825,2021-08-11,00/01/00 05:00:00,23.665,57.092,,,,
10826,2021-08-11,00/01/00 05:15:00,23.641,57.181,,,,
10827,2021-08-11,00/01/00 05:30:00,23.617,57.146,,,,
10828,2021-08-11,00/01/00 05:45:00,23.617,57.549,,,,
10829,2021-08-11,00/01/00 06:00:00,23.593,57.793,,,,
10830,2021-08-11,00/01/00 06:15:00,23.569,58.377,,,,
10831,2021-08-11,00/01/00 06:30:00,23.545,58.249,,,,
10832,2021-08-11,00/01/00 06:45:00,23.521,57.968,,,,
10833,2021-08-11,00/01/00 07:00:00,23.521,58.647,,,,
10834,2021-08-11,00/01/00 07:15:00,23.472,57.868,,,,
10835,2021-08-11,00/01/00 07:30:00,23.472,59.225,,,,
10836,2021-08-11,00/01/00 07:45:00,23.448,58.882,,,,
10837,2021-08-11,00/01/00 08:00:00,23.424,59.063,,,,
10838,2021-08-11,00/01/00 08:15:00,23.4,58.289,,,,
10839,2021-08-11,00/01/00 08:30:00,23.376,57.575,,,,
10840,2021-08-11,00/01/00 08:45:00,23.352,57.324,,,,
10841,2021-08-11,00/01/00 09:00:00,23.304,57.626,,,,
10842,2021-08-11,00/01/00 09:15:00,23.28,58.425,,,,
10843,2021-08-11,00/01/00 09:30:00,23.256,59.621,,,,
10844,2021-08-11,00/01/00 09:45:00,23.232,60.476,,,,
10845,2021-08-11,00/01/00 10:00:00,23.184,61.385,,,,
10846,2021-08-11,00/01/00 10:15:00,23.136,61.622,,,,
10847,2021-08-11,00/01/00 10:30:00,23.112,61.77,,,,
10848,2021-08-11,00/01/00 10:45:00,23.112,61.221,,,,
10849,2021-08-11,00/01/00 11:00:00,23.112,61.191,,,,
10850,2021-08-11,00/01/00 11:15:00,23.136,61.103,,,,
10851,2021-08-11,00/01/00 11:30:00,23.184,61.599,,,,
10852,2021-08-11,00/01/00 11:45:00,23.256,61,,,,
10853,2021-08-11,00/01/00 12:00:00,23.328,61.47,,,,
10854,2021-08-11,00/01/00 12:15:00,23.4,61.298,,,,
10855,2021-08-11,00/01/00 12:30:00,23.472,61.279,,,,
10856,2021-08-11,00/01/00 12:45:00,23.545,61.443,,,,
10857,2021-08-11,00/01/00 13:00:00,23.617,61.363,,,,
10858,2021-08-11,00/01/00 13:15:00,23.713,61.257,,,,
10859,2021-08-11,00/01/00 13:30:00,23.809,61.394,,,,
10860,2021-08-11,00/01/00 13:45:00,23.881,61.437,,,,
10861,2021-08-11,00/01/00 14:00:00,23.978,61.36,,,,
10862,2021-08-11,00/01/00 14:15:00,24.05,61.311,,,,
10863,2021-08-11,00/01/00 14:30:00,24.146,61.357,,,,
10864,2021-08-11,00/01/00 14:45:00,24.219,61.277,,,,
10865,2021-08-11,00/01/00 15:00:00,24.291,61.135,,,,
10866,2021-08-11,00/01/00 15:15:00,24.388,60.997,,,,
10867,2021-08-11,00/01/00 15:30:00,24.484,60.921,,,,
10868,2021-08-11,00/01/00 15:45:00,24.581,60.567,,,,
10869,2021-08-11,00/01/00 16:00:00,24.653,60.148,,,,
10870,2021-08-11,00/01/00 16:15:00,24.726,59.728,,,,
10871,2021-08-11,00/01/00 16:30:00,24.798,59.554,,,,
10872,2021-08-11,00/01/00 16:45:00,24.847,59.531,,,,
10873,2021-08-11,00/01/00 17:00:00,24.895,59.508,,,,
10874,2021-08-11,00/01/00 17:15:00,24.919,59.419,,,,
10875,2021-08-11,00/01/00 17:30:00,24.968,58.219,,,,
10876,2021-08-11,00/01/00 17:45:00,25.016,57.45,,,,
10877,2021-08-11,00/01/00 18:00:00,25.089,56.807,,,,
10878,2021-08-11,00/01/00 18:15:00,25.137,56.658,,,,
10879,2021-08-11,00/01/00 18:30:00,25.186,56.384,,,,
10880,2021-08-11,00/01/00 18:45:00,25.234,56.142,,,,
10881,2021-08-11,00/01/00 19:00:00,25.258,55.895,,,,
10882,2021-08-11,00/01/00 19:15:00,25.307,56.371,,,,
10883,2021-08-11,00/01/00 19:30:00,25.331,56.531,,,,
10884,2021-08-11,00/01/00 19:45:00,25.331,56.593,,,,
10885,2021-08-11,00/01/00 20:00:00,25.355,56.971,,,,
10886,2021-08-11,00/01/00 20:15:00,25.355,57.158,,,,
10887,2021-08-11,00/01/00 20:30:00,25.38,57.287,,,,
10888,2021-08-11,00/01/00 20:45:00,25.38,57.349,,,,
10889,2021-08-11,00/01/00 21:00:00,25.404,57.321,,,,
10890,2021-08-11,00/01/00 21:15:00,25.404,57.259,,,,
10891,2021-08-11,00/01/00 21:30:00,25.404,57.259,,,,
10892,2021-08-11,00/01/00 21:45:00,25.404,57.259,,,,
10893,2021-08-11,00/01/00 22:00:00,25.404,57.29,,,,
10894,2021-08-11,00/01/00 22:15:00,25.404,57.29,,,,
10895,2021-08-11,00/01/00 22:30:00,25.404,57.415,,,,
10896,2021-08-11,00/01/00 22:45:00,25.404,57.446,,,,
10897,2021-08-11,00/01/00 23:00:00,25.38,57.224,,,,
10898,2021-08-11,00/01/00 23:15:00,25.355,57.221,,,,
10899,2021-08-11,00/01/00 23:30:00,25.355,56.628,,,,
10900,2021-08-11,00/01/00 23:45:00,25.331,56.343,,,,
10901,2021-08-12,00/01/00 00:00:00,25.307,57.026,,,,
10902,2021-08-12,00/01/00 00:15:00,25.283,56.867,,,,
10903,2021-08-12,00/01/00 00:30:00,25.234,56.423,,,,
10904,2021-08-12,00/01/00 00:45:00,25.21,56.138,,,,
10905,2021-08-12,00/01/00 01:00:00,25.186,55.947,,,,
10906,2021-08-12,00/01/00 01:15:00,25.162,55.912,,,,
10907,2021-08-12,00/01/00 01:30:00,25.137,56.002,,,,
10908,2021-08-12,00/01/00 01:45:00,25.113,55.968,,,,
10909,2021-08-12,00/01/00 02:00:00,25.065,56.054,,,,
10910,2021-08-12,00/01/00 02:15:00,25.04,55.863,,,,
10911,2021-08-12,00/01/00 02:30:00,25.016,55.86,,,,
10912,2021-08-12,00/01/00 02:45:00,24.968,56.321,,,,
10913,2021-08-12,00/01/00 03:00:00,24.944,56.318,,,,
10914,2021-08-12,00/01/00 03:15:00,24.919,56.252,,,,
10915,2021-08-12,00/01/00 03:30:00,24.895,56.685,,,,
10916,2021-08-12,00/01/00 03:45:00,24.847,56.49,,,,
10917,2021-08-12,00/01/00 04:00:00,24.823,56.83,,,,
10918,2021-08-12,00/01/00 04:15:00,24.798,56.733,,,,
10919,2021-08-12,00/01/00 04:30:00,24.75,56.507,,,,
10920,2021-08-12,00/01/00 04:45:00,24.726,56.41,,,,
10921,2021-08-12,00/01/00 05:00:00,24.677,56.746,,,,
10922,2021-08-12,00/01/00 05:15:00,24.653,56.96,,,,
10923,2021-08-12,00/01/00 05:30:00,24.629,56.925,,,,
10924,2021-08-12,00/01/00 05:45:00,24.605,57.171,,,,
10925,2021-08-12,00/01/00 06:00:00,24.557,57.598,,,,
10926,2021-08-12,00/01/00 06:15:00,24.532,57.501,,,,
10927,2021-08-12,00/01/00 06:30:00,24.508,57.715,,,,
10928,2021-08-12,00/01/00 06:45:00,24.46,57.832,,,,
10929,2021-08-12,00/01/00 07:00:00,24.436,58.602,,,,
10930,2021-08-12,00/01/00 07:15:00,24.388,57.355,,,,
10931,2021-08-12,00/01/00 07:30:00,24.363,57.631,,,,
10932,2021-08-12,00/01/00 07:45:00,24.315,56.972,,,,
10933,2021-08-12,00/01/00 08:00:00,24.291,56.813,,,,
10934,2021-08-12,00/01/00 08:15:00,24.267,57.492,,,,
10935,2021-08-12,00/01/00 08:30:00,24.243,56.619,,,,
10936,2021-08-12,00/01/00 08:45:00,24.243,56.806,,,,
10937,2021-08-12,00/01/00 09:00:00,24.219,57.423,,,,
10938,2021-08-12,00/01/00 09:15:00,24.171,58.221,,,,
10939,2021-08-12,00/01/00 09:30:00,24.098,59.014,,,,
10940,2021-08-12,00/01/00 09:45:00,24.026,60.172,,,,
10941,2021-08-12,00/01/00 10:00:00,23.954,60.928,,,,
10942,2021-08-12,00/01/00 10:15:00,23.905,61.807,,,,
10943,2021-08-12,00/01/00 10:30:00,23.857,62.227,,,,
10944,2021-08-12,00/01/00 10:45:00,23.857,62.105,,,,
10945,2021-08-12,00/01/00 11:00:00,23.857,60.912,,,,
10946,2021-08-12,00/01/00 11:15:00,23.881,61.222,,,,
10947,2021-08-12,00/01/00 11:30:00,23.93,61.719,,,,
10948,2021-08-12,00/01/00 11:45:00,23.978,61.513,,,,
10949,2021-08-12,00/01/00 12:00:00,24.05,60.882,,,,
10950,2021-08-12,00/01/00 12:15:00,24.098,61.012,,,,
10951,2021-08-12,00/01/00 12:30:00,24.146,60.805,,,,
10952,2021-08-12,00/01/00 12:45:00,24.219,61.001,,,,
10953,2021-08-12,00/01/00 13:00:00,24.267,61.131,,,,
10954,2021-08-12,00/01/00 13:15:00,24.339,61.541,,,,
10955,2021-08-12,00/01/00 13:30:00,24.388,61.151,,,,
10956,2021-08-12,00/01/00 13:45:00,24.46,61.591,,,,
10957,2021-08-12,00/01/00 14:00:00,24.532,61.603,,,,
10958,2021-08-12,00/01/00 14:15:00,24.605,61.308,,,,
10959,2021-08-12,00/01/00 14:30:00,24.677,61.32,,,,
10960,2021-08-12,00/01/00 14:45:00,24.75,61.362,,,,
10961,2021-08-12,00/01/00 15:00:00,24.823,61.251,,,,
10962,2021-08-12,00/01/00 15:15:00,24.871,61.443,,,,
10963,2021-08-12,00/01/00 15:30:00,24.944,61.73,,,,
10964,2021-08-12,00/01/00 15:45:00,25.016,61.865,,,,
10965,2021-08-12,00/01/00 16:00:00,25.065,62.087,,,,
10966,2021-08-12,00/01/00 16:15:00,25.137,62.068,,,,
10967,2021-08-12,00/01/00 16:30:00,25.186,62.107,,,,
10968,2021-08-12,00/01/00 16:45:00,25.258,61.566,,,,
10969,2021-08-12,00/01/00 17:00:00,25.331,60.81,,,,
10970,2021-08-12,00/01/00 17:15:00,25.404,60.76,,,,
10971,2021-08-12,00/01/00 17:30:00,25.477,60.463,,,,
10972,2021-08-12,00/01/00 17:45:00,25.55,60.073,,,,
10973,2021-08-12,00/01/00 18:00:00,25.598,59.803,,,,
10974,2021-08-12,00/01/00 18:15:00,25.647,59.501,,,,
10975,2021-08-12,00/01/00 18:30:00,25.72,59.172,,,,
10976,2021-08-12,00/01/00 18:45:00,25.768,59.055,,,,
10977,2021-08-12,00/01/00 19:00:00,25.841,59.097,,,,
10978,2021-08-12,00/01/00 19:15:00,25.866,59.194,,,,
10979,2021-08-12,00/01/00 19:30:00,25.914,59.326,,,,
10980,2021-08-12,00/01/00 19:45:00,25.939,59.36,,,,
10981,2021-08-12,00/01/00 20:00:00,25.987,59.43,,,,
10982,2021-08-12,00/01/00 20:15:00,26.012,59.403,,,,
10983,2021-08-12,00/01/00 20:30:00,26.036,59.438,,,,
10984,2021-08-12,00/01/00 20:45:00,26.061,59.41,,,,
10985,2021-08-12,00/01/00 21:00:00,26.085,59.414,,,,
10986,2021-08-12,00/01/00 21:15:00,26.085,59.414,,,,
10987,2021-08-12,00/01/00 21:30:00,26.109,59.449,,,,
10988,2021-08-12,00/01/00 21:45:00,26.109,59.48,,,,
10989,2021-08-12,00/01/00 22:00:00,26.134,59.546,,,,
10990,2021-08-12,00/01/00 22:15:00,26.134,59.546,,,,
10991,2021-08-12,00/01/00 22:30:00,26.109,59.542,,,,
10992,2021-08-12,00/01/00 22:45:00,26.109,59.511,,,,
10993,2021-08-12,00/01/00 23:00:00,26.085,59.352,,,,
10994,2021-08-12,00/01/00 23:15:00,26.085,59.259,,,,
10995,2021-08-12,00/01/00 23:30:00,26.061,59.193,,,,
10996,2021-08-12,00/01/00 23:45:00,26.036,59.159,,,,
10997,2021-08-13,00/01/00 00:00:00,26.012,59.279,,,,
10998,2021-08-13,00/01/00 00:15:00,25.987,59.306,,,,
10999,2021-08-13,00/01/00 00:30:00,25.963,59.271,,,,
11000,2021-08-13,00/01/00 00:45:00,25.914,59.326,,,,
11001,2021-08-13,00/01/00 01:00:00,25.89,59.446,,,,
11002,2021-08-13,00/01/00 01:15:00,25.866,59.597,,,,
11003,2021-08-13,00/01/00 01:30:00,25.817,59.713,,,,
11004,2021-08-13,00/01/00 01:45:00,25.793,59.771,,,,
11005,2021-08-13,00/01/00 02:00:00,25.744,60.042,,,,
11006,2021-08-13,00/01/00 02:15:00,25.72,59.976,,,,
11007,2021-08-13,00/01/00 02:30:00,25.671,60.123,,,,
11008,2021-08-13,00/01/00 02:45:00,25.647,60.212,,,,
11009,2021-08-13,00/01/00 03:00:00,25.598,60.42,,,,
11010,2021-08-13,00/01/00 03:15:00,25.574,60.478,,,,
11011,2021-08-13,00/01/00 03:30:00,25.55,60.598,,,,
11012,2021-08-13,00/01/00 03:45:00,25.501,60.282,,,,
11013,2021-08-13,00/01/00 04:00:00,25.477,60.987,,,,
11014,2021-08-13,00/01/00 04:15:00,25.428,60.979,,,,
11015,2021-08-13,00/01/00 04:30:00,25.404,61.067,,,,
11016,2021-08-13,00/01/00 04:45:00,25.38,60.663,,,,
11017,2021-08-13,00/01/00 05:00:00,25.331,60.686,,,,
11018,2021-08-13,00/01/00 05:15:00,25.307,61.113,,,,
11019,2021-08-13,00/01/00 05:30:00,25.258,60.798,,,,
11020,2021-08-13,00/01/00 05:45:00,25.234,60.548,,,,
11021,2021-08-13,00/01/00 06:00:00,25.21,60.944,,,,
11022,2021-08-13,00/01/00 06:15:00,25.186,60.325,,,,
11023,2021-08-13,00/01/00 06:30:00,25.162,61.275,,,,
11024,2021-08-13,00/01/00 06:45:00,25.137,61.271,,,,
11025,2021-08-13,00/01/00 07:00:00,25.113,61.696,,,,
11026,2021-08-13,00/01/00 07:15:00,25.113,61.88,,,,
11027,2021-08-13,00/01/00 07:30:00,25.089,62.734,,,,
11028,2021-08-13,00/01/00 07:45:00,25.065,62.546,,,,
11029,2021-08-13,00/01/00 08:00:00,25.016,63.057,,,,
11030,2021-08-13,00/01/00 08:15:00,24.968,63.263,,,,
11031,2021-08-13,00/01/00 08:30:00,24.919,63.529,,,,
11032,2021-08-13,00/01/00 08:45:00,24.895,64.316,,,,
11033,2021-08-13,00/01/00 09:00:00,24.871,66.189,,,,
11034,2021-08-13,00/01/00 09:15:00,24.847,67.179,,,,
11035,2021-08-13,00/01/00 09:30:00,24.823,67.835,,,,
11036,2021-08-13,00/01/00 09:45:00,24.774,68.845,,,,
11037,2021-08-13,00/01/00 10:00:00,24.726,68.956,,,,
11038,2021-08-13,00/01/00 10:15:00,24.677,68.798,,,,
11039,2021-08-13,00/01/00 10:30:00,24.677,69.126,,,,
11040,2021-08-13,00/01/00 10:45:00,24.677,68.708,,,,
11041,2021-08-13,00/01/00 11:00:00,24.726,68.627,,,,
11042,2021-08-13,00/01/00 11:15:00,24.75,67.703,,,,
11043,2021-08-13,00/01/00 11:30:00,24.798,67.261,,,,
11044,2021-08-13,00/01/00 11:45:00,24.871,68.114,,,,
11045,2021-08-13,00/01/00 12:00:00,24.919,67.402,,,,
11046,2021-08-13,00/01/00 12:15:00,24.992,66.632,,,,
11047,2021-08-13,00/01/00 12:30:00,25.065,66.374,,,,
11048,2021-08-13,00/01/00 12:45:00,25.113,66.412,,,,
11049,2021-08-13,00/01/00 13:00:00,25.186,65.79,,,,
11050,2021-08-13,00/01/00 13:15:00,25.258,67.161,,,,
11051,2021-08-13,00/01/00 13:30:00,25.307,66.325,,,,
11052,2021-08-13,00/01/00 13:45:00,25.38,66.308,,,,
11053,2021-08-13,00/01/00 14:00:00,25.453,66.078,,,,
11054,2021-08-13,00/01/00 14:15:00,25.525,66.514,,,,
11055,2021-08-13,00/01/00 14:30:00,25.598,66.315,,,,
11056,2021-08-13,00/01/00 14:45:00,25.671,65.45,,,,
11057,2021-08-13,00/01/00 15:00:00,25.72,65.519,,,,
11058,2021-08-13,00/01/00 15:15:00,25.793,65.925,,,,
11059,2021-08-13,00/01/00 15:30:00,25.817,65.201,,,,
11060,2021-08-13,00/01/00 15:45:00,25.866,65.301,,,,
11061,2021-08-13,00/01/00 16:00:00,25.914,65.461,,,,
11062,2021-08-13,00/01/00 16:15:00,25.963,65.53,,,,
11063,2021-08-13,00/01/00 16:30:00,26.036,65.451,,,,
11064,2021-08-13,00/01/00 16:45:00,26.134,64.951,,,,
11065,2021-08-13,00/01/00 17:00:00,26.231,64.632,,,,
11066,2021-08-13,00/01/00 17:15:00,26.304,64.37,,,,
11067,2021-08-13,00/01/00 17:30:00,26.378,64.016,,,,
11068,2021-08-13,00/01/00 17:45:00,26.475,64.185,,,,
11069,2021-08-13,00/01/00 18:00:00,26.573,63.774,,,,
11070,2021-08-13,00/01/00 18:15:00,26.646,63.572,,,,
11071,2021-08-13,00/01/00 18:30:00,26.72,63.492,,,,
11072,2021-08-13,00/01/00 18:45:00,26.769,63.592,,,,
11073,2021-08-13,00/01/00 19:00:00,26.793,63.289,,,,
11074,2021-08-13,00/01/00 19:15:00,26.842,63.205,,,,
11075,2021-08-13,00/01/00 19:30:00,26.867,63.087,,,,
11076,2021-08-13,00/01/00 19:45:00,26.891,63.06,,,,
11077,2021-08-13,00/01/00 20:00:00,26.891,63.029,,,,
11078,2021-08-13,00/01/00 20:15:00,26.916,63.248,,,,
11079,2021-08-13,00/01/00 20:30:00,26.916,62.88,,,,
11080,2021-08-13,00/01/00 20:45:00,26.891,62.691,,,,
11081,2021-08-13,00/01/00 21:00:00,26.867,62.841,,,,
11082,2021-08-13,00/01/00 21:15:00,26.867,63.056,,,,
11083,2021-08-13,00/01/00 21:30:00,26.818,62.833,,,,
11084,2021-08-13,00/01/00 21:45:00,26.793,62.767,,,,
11085,2021-08-13,00/01/00 22:00:00,26.769,62.917,,,,
11086,2021-08-13,00/01/00 22:15:00,26.769,63.009,,,,
11087,2021-08-13,00/01/00 22:30:00,26.744,62.944,,,,
11088,2021-08-13,00/01/00 22:45:00,26.72,62.755,,,,
11089,2021-08-13,00/01/00 23:00:00,26.72,62.417,,,,
11090,2021-08-13,00/01/00 23:15:00,26.695,62.229,,,,
11091,2021-08-13,00/01/00 23:30:00,26.671,62.194,,,,
